Audience Segment,Creative Size,Creative Messaging,Location,App/URL,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Total Conversions,Gross Cost
Online Behavior>United States>The Changing Consumer>Telehealth,300x50,Sign up Today - 10% Off,"Jacksonville, Florida",slickdeals.net,Magnite DV+,Smartphone,19408,58,6596,13880,2,5492.821648
Online Behavior>United States>Travel>Carpooling and Vehicle Sharing,300x50,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",slickdeals.net,PubMatic,Smartphone,46190,130,8618,41618,1,5464.109817
Online Behavior>United States>Law and Government>Government,300x250,Sign up Today - 10% Off,"Chicago, Illinois",slickdeals.net,OpenX,Windows PC,18537,95,6473,17081,4,5206.238968
US » B2B » B2B Decision Maker Responsibilities » Security Services,320x50,Subscribe Today - 10% Discount,"Nashville, Tennessee",slickdeals.net,PubMatic,Smartphone,12488,99,4021,11403,4,2176.657469
OnAudience » Intent,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",slickdeals.net,Google Ad Manager,Smartphone,19212,54,6872,14248,10,2133.077113
US Financial » Likely Credit Card » Behavior » Used for Personal Purposes,300x250,10% Discount - Ends 6/1,"Memphis, Tennessee",slickdeals.net,Google Ad Manager,Smartphone,37554,92,13128,27596,8,1737.843485
US » Demographic » Family » Male Head of Household,320x50,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",slickdeals.net,BidSwitch,Smartphone,12510,74,4391,9098,6,1524.470523
US » Reach » Propensity Models » Lifestyle » Charities » Contributes by Volunteering,300x50,Subscribe Today - 10% Discount,"San Francisco, California",sneakertoast.com,PubMatic,Smartphone,15475,110,6019,10952,9,4156.713383
OnAudience » Interest » Pets,320x50,Sign up Today - 10% Off,"West Palm Beach-Ft. Pierce, Florida",soaps.sheknows.com,Google Ad Manager,Smartphone,20572,90,2226,16510,10,1529.307229
OnAudience » Interest » Technology & Computing » Email,320x50,Sign up Today - 10% Off,"Jacksonville, Florida",sporcle.com,GumGum,Smartphone,16956,65,7553,15201,3,1502.680139
Online Behavior>United States>Autos and Vehicles » Brands>Lexus,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",sportpirate.com,Index Exchange,Windows PC,17075,44,5508,11539,10,5086.08996
Online Behavior>United States>The Changing Consumer>Streaming Services,320x50,Sign up Today - 10% Off,"Jacksonville, Florida",sports.yahoo.com,Google Ad Manager,Smartphone,9709,58,3339,7891,3,6994.085353
Online Behavior>United States>Autos and Vehicles » Brands>Pontiac,320x50,Subscribe Today - 10% Discount,"San Francisco, California",sports.yahoo.com,BidSwitch,Smartphone,7769,10,3152,6464,1,5603.048132
Online Behavior>United States>Home and Garden>Bed and Bath,300x250,10% Discount - Ends 6/1,"Los Angeles, California",streetinsider.com,Google Ad Manager,Apple PC,28888,85,21437,27586,19,6858.578118
Media and Entertainment » Connected TV and Over-the-Top (CTV and OTT),300x250,Sign up Today - 10% Off,"Chicago, Illinois",streetinsider.com,Google Ad Manager,Smartphone,756687,1984,442979,611813,14,2452.997504
US » B2B » B2B Decision Maker Responsibilities » Television providers » services,300x250,Subscribe Today - 10% Discount,"Jacksonville, Florida",streetinsider.com,Google Ad Manager,Windows PC,56737,145,41296,53472,5,2028.370144
"US » B2B » Purchase DM » Technology Services, Hardware and » or Software » I make the final decision with input from staff » management",300x250,10% Discount - Ends 6/1,"West Palm Beach-Ft. Pierce, Florida",taboolanews.com,TripleLift,Smartphone,217824,560,75089,179723,16,1451.808544
Online Behavior>United States>Intent » Auto Buyers » Category>Van,320x50,Sign up Today - 10% Off,"Chicago, Illinois",tasteofhome.com,Google Ad Manager,Smartphone,9153,23,4345,8376,14,5007.525805
Online Behavior>United States>B2B » Occupation>Broker,320x50,Sign up Now - 10% Off,"Champaign & Springfield-Decatur,Illinois",tastesbetterfromscratch.com,BidSwitch,Smartphone,21962,120,10702,21034,11,6404.003128
Online Behavior>United States>The Changing Consumer>DIY,320x50,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo, Michigan",techradar.com,Google Ad Manager,Smartphone,12161,20,6284,10919,4,7273.265988
US » Reach » Propensity Models » Hobbies and Interest » Sports » Canoeing » Kayaking,300x250,Subscribe Today - 10% Discount,"San Francisco, California",thebigmansworld.com,BidSwitch,Smartphone,10653,68,5263,9921,11,2641.478397
Online Behavior>United States>Autos and Vehicles » Brands>Nissan,300x250,Sign up Today - 10% Off,"Chicago, Illinois",thefinancechatter.com,BidSwitch,Smartphone,7691,0,3890,5905,1,5927.806788
Online Behavior>United States>Finance » Banking>Debit and Checking Services,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",thegamer.com,BidSwitch,Smartphone,8362,31,5959,7947,7,6997.468963
OnAudience » Interest » Society,300x50,Subscribe Today - 10% Discount,"Tampa-St Petersburg (Sarasota), Florida",thehulltruth.com,PubMatic,Smartphone,7531,10,3059,6523,1,1937.058388
Online Behavior>United States>Autos and Vehicles » Brands>Fiat,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",thekrazycouponlady.com,Magnite DV+,Smartphone,11417,78,1387,9924,9,6206.637108
Mobile - US » Automotive » Repair & Oil Change » Intend,320x50,Subscribe Today - 10% Discount,"San Francisco, California",therighthairstyles.com,Index Exchange,Smartphone,9157,60,4520,8037,2,1449.177804
US » Home Renovation » Home Renovators,300x250,Sign up Now - 10% Off,"Chicago, Illinois",thesaltymarshmallow.com,Google Ad Manager,Smartphone,15547,70,7615,14939,3,1767.464456
Online Behavior>United States>News>Politics,320x50,Sign up Today - 10% Off,"New York City, New York",thesaurus.com,Google Ad Manager,Smartphone,55445,155,4565,53407,36,7948.480752
Online Behavior>United States>Life Event>Job Search,320x50,10% Discount - Ends 6/1,"New York City, New York",thesaurus.com,Google Ad Manager,Smartphone,18081,44,4545,15617,15,6522.637526
Online Behavior>United States>Food and Drink>Restaurants » Fine Dining,300x250,Sign up Now - 10% Off,"New York City, New York",thesaurus.com,Google Ad Manager,Windows PC,95655,275,9202,85273,24,6189.416082
US » Brand Propensities » Apparel » Lady Foot Locker Buyer Propensity,300x250,Subscribe Today - 10% Discount,"Shreveport, Louisiana",thesaurus.com,PubMatic,Windows PC,57257,167,3797,51520,1,1841.358126
US » Demographic » Household Income $50k+,300x50,10% Discount - Ends 6/1,"Nashville, Tennessee",thesaurus.com,Magnite DV+,Smartphone,20417,86,1016,13468,5,1805.600513
Mobile - US » Food » Restaurant » Brand » Red Lobster,300x250,Sign up Today - 10% Off,"Chicago, Illinois",thesaurus.com,BidSwitch,Smartphone,57917,212,3650,55128,5,1669.728905
"US » B2B » B2B Decision Maker Responsibilities » Print, Copy or Photo Services",300x250,Subscribe Today - 10% Discount,"San Francisco, California",thesaurus.com,Google Ad Manager,Smartphone,141157,420,8280,107935,4,1631.782949
Online Behavior>United States>Beauty and Fitness>Face and Body Care » Hygiene and Toiletries,300x250,Sign up Now - 10% Off,"Chicago, Illinois",the-sun.com,OpenX,Smartphone,247106,750,159618,233150,32,7629.94427
Online Behavior>United States>Finance » Banking>Savings Accounts,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",the-sun.com,Google Ad Manager,Smartphone,357707,951,203987,338107,74,6749.202353
Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 25-64,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",the-sun.com,Index Exchange,Apple PC,48707,185,25182,44696,13,5600.355643
Mobile - US » Gamers » Online » Users,320x50,Subscribe Today - 10% Discount,"Rockford, Illinois",the-sun.com,Magnite DV+,Smartphone,16372,90,4731,15332,9,1704.511123
US » Interest Propensities » Activities and Interests » Buying and Selling Homes » Real Estate,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",the-sun.com,Google Ad Manager,Smartphone,14799,59,1403,13410,9,1693.760435
OnAudience » Interest » Shopping » Luxurious Brands,320x50,10% Discount - Ends 6/1,"Ft. Myers-Naples, Florida",the-sun.com,Google Ad Manager,Smartphone,97346,790,44118,91080,19,1657.56487
Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 55-64,320x50,Sign up Today - 10% Off,"New York City, New York",timeanddate.com,Yahoo Exchange,Smartphone,44361,166,36040,40684,17,5048.852553
Restaurants,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",timeanddate.com,Google Ad Manager,Smartphone,12280,40,9613,11247,4,1765.39871
OnAudience » Interest » Hobbies & Interests » Art,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",timeanddate.com,Magnite DV+,Windows PC,22934,81,18536,21019,5,1711.106338
Online Behavior>United States>Autos and Vehicles » Brands>Peugeot,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",todaysnyc.com,Google Ad Manager,Smartphone,17317,68,8055,12724,12,5668.857079
OnAudience » Interest,300x250,Sign up Today - 10% Off,"New York City, New York",tomsguide.com,Magnite DV+,Smartphone,11343,69,5900,10175,3,2178.153775
Real Estate » Property Type> Residential,300x250,10% Discount - Ends 6/1,"Peoria-Bloomington, Illinois",tomsguide.com,Google Ad Manager,Apple PC,11043,125,4547,9666,13,1858.132171
Media Source » LBDigital » Open For Business B2B,320x50,Sign up Now - 10% Off,"Los Angeles, California",tomsguide.com,OpenX,Smartphone,21737,80,11206,19459,4,1521.576648
Online Behavior>United States>Life Event>Home Buying,300x250,Subscribe Today - 10% Discount,"New York City, New York",topclassactions.com,PubMatic,Smartphone,9362,39,5202,8928,6,7312.492757
OnAudience » Intent » Baby & Toddler,300x250,Sign up Now - 10% Off,"Memphis, Tennessee",topclassactions.com,Index Exchange,Windows PC,16628,70,7974,15969,13,1665.965851
Online Behavior>United States>Beauty and Fitness>Fitness » Fitness Equipment and Accessories,300x250,Sign up Now - 10% Off,"Tampa-St Petersburg (Sarasota), Florida",travelerdreams.com,Google Ad Manager,Windows PC,24875,67,14213,23455,8,4652.242051
US Buying Channel Preference » Online,320x50,Sign up Now - 10% Off,"Grand Rapids-Kalamazoo, Michigan",travelerdreams.com,BidSwitch,Smartphone,10707,57,6300,10089,3,1603.859264
Online Behavior>United States>Validated Demographic » Age>65 or older,320x50,10% Discount - Ends 6/1,"Nashville, Tennessee",tripadvisor.com,Yieldmo,Smartphone,10386,65,5876,10048,15,4439.838064
US »Made In America Audience,320x50,Sign up Now - 10% Off,"New York City, New York",upworthy.com,PubMatic,Smartphone,16137,40,7938,14030,4,1835.048738
Online Behavior>United States>Intent » Shopping>Drug Stores » Walgreens,300x50,Subscribe Today - 10% Discount,"New York City, New York",usatoday.com,Google Ad Manager,Smartphone,39373,99,23152,35857,17,6342.885786
Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 25 or older,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",usatoday.com,OpenX,Smartphone,47016,199,12210,38039,13,5974.87508
Online Behavior>United States>Intent » Auto Buyers » Type>Crossover,320x50,Sign up Now - 10% Off,"Chicago, Illinois",usatoday.com,Google Ad Manager,Smartphone,25539,78,12130,24129,15,4804.493233
Online Behavior>United States>Intent » Auto Buyers » Car Make>Peugeot,300x250,Sign up Today - 10% Off,"New York City, New York",usatoday.com,Google Ad Manager,Smartphone,186404,940,30885,151358,3,4702.027505
Purchase Behaviors » Q2 Spring Cleaners,320x50,Subscribe Today - 10% Discount,"Jackson, Mississippi",usatoday.com,BidSwitch,Smartphone,19549,84,6187,17166,2,1844.986921
Mobile - US » Automotive » Vehicle Ownership » Brand » BMW,320x50,10% Discount - Ends 6/1,"Nashville, Tennessee",uscellular.com,BidSwitch,Smartphone,17561,50,2960,9953,10,1519.90401
Mobile - US » Food » Restaurant » Brand » Krispy Kreme,300x50,10% Discount - Ends 6/1,"Grand Rapids-Kalamazoo, Michigan",usnews.com,PubMatic,Smartphone,13608,66,2714,9332,1,1762.663235
Online Behavior>United States>Arts and Entertainment>Events and Listings » Concerts and Music Festivals,300x50,Sign up Today - 10% Off,"Chicago, Illinois",usssa.com,Google Ad Manager,Smartphone,"446,774",951,"196,581","379,758",33,6956.627366
Online Behavior>United States>Home and Garden>Yard and Patio,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",w3schools.com,Index Exchange,Smartphone,11607,184,5218,10763,12,6909.732318
US » Sociodemographic » PRIZM Premier Lifestage » F2 Young Accumulators,300x50,Subscribe Today - 10% Discount,"New York City, New York",w3schools.com,Index Exchange,Smartphone,72117,187,9807,68568,16,1702.317206
OnAudience » Interest » Food & Drink,300x250,10% Discount - Ends 6/1,"Birmingham, Alabama",w3schools.com,Google Ad Manager,Windows PC,38070,146,15253,35453,8,1653.510777
US » Brand Propensities » Travel » MGM Resorts International Buyer Propensity,300x50,Subscribe Today - 10% Discount,"New York City, New York",w3schools.com,BidSwitch,Smartphone,32400,87,5152,30383,9,1522.352623
Online Behavior>United States>Law and Government>Legal,320x50,10% Discount - Ends 6/1,"Chicago, Illinois",washingtonpost.com,Xandr - Monetize SSP (AppNexus),Smartphone,9867,30,6867,9347,12,6839.569086
Online Behavior>United States>Sports>College Sports,300x250,Sign up Now - 10% Off,"Los Angeles, California",weather.com,Magnite DV+,Smartphone,1109184,3142,83035,782482,25,7490.860779
Online Behavior>United States>B2B » Occupation>Entrepreneur,320x50,10% Discount - Ends 6/1,"San Francisco, California",weather.com,PubMatic,Smartphone,686858,2085,81956,624118,19,7467.081487
Online Behavior>United States>Food and Drink>Cooking and Recipes,300x50,Sign up Today - 10% Off,"Chicago, Illinois",weather.com,BidSwitch,Smartphone,40929,142,9249,31564,8,6764.520637
Online Behavior>United States>Online Communities>Dating and Personals,320x50,Sign up Today - 10% Off,"Nashville, Tennessee",weather.com,Google Ad Manager,Smartphone,39844,99,11077,30190,9,6367.869929
Online Behavior>United States>Intent » Shopping>CPG� Home Care,320x50,Subscribe Today - 10% Discount,"Tampa-St Petersburg (Sarasota), Florida",weather.com,Google Ad Manager,Smartphone,210700,704,94625,180681,3,6341.879301
Online Behavior>United States>Intent » Financial Intent>Insurance » Auto,320x50,Sign up Today - 10% Off,"Tallahassee, Florida-Thomasville, Georgia",weather.com,PubMatic,Smartphone,42884,104,4345,25153,9,6322.152655
Online Behavior>United States>Intent » Auto Buyers » Car Make>Jeep,300x250,Sign up Today - 10% Off,"New York City, New York",weather.com,Smart RTB+ (Smartadserver),Windows PC,96779,299,9831,63640,12,6317.510754
Online Behavior>United States>Travel>Specialty Travel,300x250,Sign up Today - 10% Off,"Chicago, Illinois",weather.com,Google Ad Manager,Smartphone,182114,500,14477,139167,29,6307.900751
Online Behavior>United States>Hobbies and Leisure>Clubs and Organizations,300x50,Subscribe Today - 10% Discount,"Chicago, Illinois",weather.com,Google Ad Manager,Smartphone,207823,600,33602,167814,13,6048.955611
Online Behavior>United States>Autos and Vehicles » Brands>Kia,300x50,Subscribe Today - 10% Discount,"San Francisco, California",weather.com,Google Ad Manager,Smartphone,257862,700,105048,238629,21,5899.429483
Online Behavior>United States>Internet and Telecom>Search Engines,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",weather.com,PubMatic,Windows PC,26439,95,7093,19681,7,5330.781969
Online Behavior>United States>Internet and Telecom>Web Portals,320x50,10% Discount - Ends 6/1,"Lansing, Michigan",weather.com,Google Ad Manager,Smartphone,96508,351,47065,73640,15,5310.769572
Online Behavior>United States>Validated Demographic » Age>25-54,300x250,Subscribe Today - 10% Discount,"New York City, New York",weather.com,Google Ad Manager,Smartphone,198163,469,76695,183585,31,5204.313768
Online Behavior>United States>Hobbies and Leisure>Water Activities,320x50,Sign up Now - 10% Off,"Charleston, South Carolina",weather.com,Google Ad Manager,Smartphone,156427,512,61821,145505,3,5159.747494
Online Behavior>United States>Finance » Insurance>Travel Insurance,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",weather.com,Magnite DV+,Smartphone,61574,280,18717,46367,8,4999.665205
Online Behavior>United States>Intent » Services>Restaurants,300x250,Sign up Now - 10% Off,"San Francisco, California",weather.com,Google Ad Manager,Apple PC,29856,111,7664,21698,9,4851.394446
Online Behavior>United States>Intent » Travel>Future Travel,300x250,Sign up Now - 10% Off,"Chicago, Illinois",weather.com,Google Ad Manager,Smartphone,100991,286,56138,88836,9,4652.367629
Online Behavior>United States>Intent » Shopping>CPG� Cosmetics,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",weather.com,Google Ad Manager,Smartphone,43327,140,4689,31363,14,4554.876884
Online Behavior>United States>Travel>Travel Guides and Travelogues,320x50,Subscribe Today - 10% Discount,"San Francisco, California",weather.com,Google Ad Manager,Smartphone,212009,555,16903,149653,15,3983.621797
Online Behavior>United States>The Changing Consumer>Pet Adoption,300x250,Subscribe Today - 10% Discount,"Tampa-St Petersburg (Sarasota), Florida",weather.com,Google Ad Manager,Apple PC,45668,130,16872,32085,9,3444.202946
Media and Entertainment,320x50,10% Discount - Ends 6/1,"New York City, New York",weather.com,Google Ad Manager,Smartphone,654902,1874,40733,477114,14,3178.610315
Retail,320x50,Sign up Today - 10% Off,"South Bend-Elkhart, Indiana",weather.com,PubMatic,Smartphone,239164,699,86250,198209,41,2819.935266
US » Reach » Propensity Models » Hobbies and Interest » Sports » Boating,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",weather.com,Magnite DV+,Smartphone,564387,1984,78234,438695,6,2712.379678
US » Financially in Charge » Performance Score: Top 50%,320x50,10% Discount - Ends 6/1,"New York City, New York",weather.com,Google Ad Manager,Smartphone,12512,69,6240,9672,1,2298.888965
US » Reach » Propensity Models » Online » Pets,320x50,Subscribe Today - 10% Discount,"Los Angeles, California",weather.com,Google Ad Manager,Smartphone,68008,204,2996,49686,9,1923.808141
US » Interest Propensities » Insurance » Lincoln Heritage,320x50,Sign up Today - 10% Off,"New York City, New York",weather.com,PubMatic,Smartphone,61848,213,6581,44917,15,1819.893602
Real Estate » Lot Size » Cozy Outdoor Living Space (Less than  an Acre),300x250,Sign up Now - 10% Off,"New York City, New York",weather.com,Magnite DV+,Smartphone,232635,666,34008,195803,39,1773.991882
US Demographic » Age » Specialty Age Range » 21+,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",weather.com,PubMatic,Smartphone,180353,471,67637,145416,8,1720.881985
US Mail Order Buyer,320x50,Subscribe Today - 10% Discount,"New York City, New York",weather.com,Google Ad Manager,Smartphone,78433,204,24067,58308,16,1612.549327
US » Brand Propensities » Big Box Dollar General Buyer Propensity,320x50,Sign up Today - 10% Off,"Chicago, Illinois",weather.com,Index Exchange,Smartphone,194833,499,29091,143813,4,1586.314519
OnAudience » Interest » News » International News,300x250,Sign up Now - 10% Off,"Tallahassee, Florida-Thomasville, Georgia",weather.com,Index Exchange,Smartphone,197192,519,80623,181763,5,1584.731757
Mobile Audience » Lifestyle » Arts Enthusiasts,300x250,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",weather.com,PubMatic,Smartphone,40519,111,6105,26283,10,1582.410977
US » Interest Propensities » Music » Hip Hop and Rap,320x50,Sign up Today - 10% Off,"Knoxville, Tennessee",weather.com,Google Ad Manager,Smartphone,254780,699,19169,182583,4,1561.021915
Lotame » Travel » Thanksgiving Travel,320x50,Sign up Now - 10% Off,"Cincinnati, Ohio",weather.com,Google Ad Manager,Smartphone,36543,147,18046,27358,6,1513.088728
US » Sociodemographic » ConneXions Lifestage » F2 Suburban Spenders,320x50,Sign up Today - 10% Off,"San Francisco, California",weather.com,Google Ad Manager,Smartphone,292885,796,12733,203986,4,1503.913054
Travel and Tourism » Interest (Affinity) » Destinations » Africa,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",weather.com,Smart RTB+ (Smartadserver),Smartphone,253577,890,66972,191183,44,1493.074494
Purchase-Based » Categories » Office Supplies Buyers,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",weather.com,Sharethrough,Smartphone,12280,90,7633,11053,5,1452.207361
Online Behavior>United States>Sports>Extreme Sports,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",webmd.com,Yahoo Exchange,Smartphone,14599,33,1779,12458,4,5092.559215
US Financial » Likely Attitude and Behavior » Completely Disagree » When I Find A Financial Product/Service I Like I Typically Recommend It To People I Know (Financial),300x250,Subscribe Today - 10% Discount,"New York City, New York",webmd.com,Google Ad Manager,Windows PC,16175,35,1923,15085,2,1649.069475
Online Behavior>United States>Intent » Auto Buyers>New,320x50,Sign up Now - 10% Off,"Los Angeles, California",whatismyipaddress.com,Google Ad Manager,Smartphone,42830,160,24499,34496,5,6261.575724
Online Behavior>United States>The Changing Consumer>Home Learning,320x50,Sign up Now - 10% Off,"Chicago, Illinois",whatismyipaddress.com,Google Ad Manager,Smartphone,12209,147,3976,5219,4,3818.955182
Online Behavior>United States>B2B » Occupation>PropertyManager,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",whatismyipaddress.com,Google Ad Manager,Apple PC,7447,10,4163,5586,19,3311.941246
US » Entertainment and Pastimes » Entertainment and Pastimes,300x250,10% Discount - Ends 6/1,"Jacksonville, Florida",whatismyipaddress.com,Magnite DV+,Smartphone,8545,20,3454,5510,2,2181.247949
Travel,300x250,Sign up Today - 10% Off,"Miami-Ft. Lauderdale, Florida",whatismyipaddress.com,BidSwitch,Smartphone,12319,40,7028,10191,7,1668.016
US » AUTO » Auto Car Purchase Next Year » Yes,320x50,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo, Michigan",whatismyipaddress.com,Index Exchange,Smartphone,31359,66,18348,25950,24,1623.614838
US Financial » Method of Payment » Other,320x50,Subscribe Today - 10% Discount,"San Francisco, California",whatismyipaddress.com,Magnite DV+,Smartphone,15311,10,7757,12630,19,1471.187144
Online Behavior>United States>Arts and Entertainment>Events and Listings » Event Ticket Sales,300x50,Sign up Today - 10% Off,"Nashville, Tennessee",wikihow.com,Magnite DV+,Smartphone,23488,75,4620,22254,9,6667.727715
Online Behavior>United States>Intent » Travel>Travel,300x50,Subscribe Today - 10% Discount,"New York City, New York",wikihow.com,PubMatic,Smartphone,11789,20,6187,10028,3,6505.526456
US »Quality-First Shopper Audience,300x250,10% Discount - Ends 6/1,"Nashville, Tennessee",wikihow.com,Google Ad Manager,Windows PC,16142,30,7064,15433,5,2209.650957
US Demographic » Preferred Language » Non-Hispanic,300x250,Subscribe Today - 10% Discount,"Nashville, Tennessee",wikihow.com,BidSwitch,Smartphone,37355,145,17138,35689,3,1577.366086
Online Behavior>United States>News>Weather,300x250,Sign up Now - 10% Off,"New York City, New York",wikihow.com,Google Ad Manager,Smartphone,9404,30,4781,7943,4,1345.369
Mobile - US » Sports » Basketball » NCAA College Basketball,300x250,Subscribe Today - 10% Discount,"New York City, New York",wizofawes.com,Magnite DV+,Smartphone,13642,40,9830,11658,3,1731.271848
Media and Entertainment » Television (TV) » Viewership,300x250,Sign up Today - 10% Off,"New York City, New York",womenshealthmag.com,BidSwitch,Smartphone,14693,70,6597,13508,4,2047.348924
Online Behavior>United States>Intent » Shopping>Home Improvement,320x50,Subscribe Today - 10% Discount,"Orlando-Daytona Beach, Florida",wordunscrambler.me,Google Ad Manager,Smartphone,9357,60,1754,8343,10,6559.477756
US » Interest Propensities » Activities and Interests » Ecommerce,300x250,Subscribe Today - 10% Discount,"New York City, New York",wsj.com,Google Ad Manager,Windows PC,20459,40,12668,18613,4,1842.606513
Online Behavior>United States>Autos and Vehicles » Brands>Vauxhall-Opel,300x50,Sign up Today - 10% Off,"Los Angeles, California",wsmv.com,Google Ad Manager,Smartphone,17382,100,7411,16576,8,5797.219977
Media and Entertainment » Movies » Enthusiasts,320x50,Subscribe Today - 10% Discount,"Jacksonville, Florida",wsvn.com,BidSwitch,Smartphone,13466,150,8684,11766,1,1527.176274
OnAudience » Interest » Technology & Computing,300x50,10% Discount - Ends 6/1,"Flint-Saginaw-Bay City, Michigan",wunderground.com,PubMatic,Smartphone,23410,66,13626,22109,6,1930.180523
Media and Entertainment » Audio and Video Streaming » Streaming Video,320x50,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo, Michigan",wunderground.com,OpenX,Smartphone,13713,151,8339,13051,5,1490.006197
Online Behavior>United States>Intent » Travel>Budget Travel,300x50,Subscribe Today - 10% Discount,"Los Angeles, California",yachtworld.com,PubMatic,Smartphone,10565,66,6248,10141,9,6236.113094
Online Behavior>United States>Beauty and Fitness>Spas and Beauty Services,320x50,Sign up Today - 10% Off,"Chicago, Illinois",yahoo.com,PubMatic,Smartphone,888037,2841,370429,820340,42,8134.350524
Online Behavior>United States>Finance » Accounting and Auditing>Accounting and Auditing,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",yahoo.com,Yahoo Exchange,Smartphone,1767940,4852,881525,1550866,78,7511.656191
Online Behavior>United States>Life Event>University Graduation,300x250,Sign up Today - 10% Off,"New York City, New York",yahoo.com,Google Ad Manager,Smartphone,1221746,3874,512107,1088748,19,7483.887187
Online Behavior>United States>Life Event>College Applications,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,446774,1245,163786,374116,12,7248.231612
Online Behavior>United States>Games>Arcade and Coin-Op Games,320x50,Sign up Today - 10% Off,"Ft. Myers-Naples, Florida",yahoo.com,BidSwitch,Smartphone,120603,298,47405,100881,10,6633.532635
Online Behavior>United States>Life Event>Movers,300x250,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo, Michigan",yahoo.com,Google Ad Manager,Smartphone,310255,970,105054,260998,14,6057.856722
Online Behavior>United States>Intent » Services>Pets,300x250,Sign up Now - 10% Off,"Memphis, Tennessee",yahoo.com,Magnite DV+,Smartphone,818919,1987,395852,699064,22,6012.102465
Online Behavior>United States>Hobbies and Leisure>Special Occasions » Holidays and Seasonal Events,320x50,Subscribe Today - 10% Discount,"New York City, New York",yahoo.com,GumGum,Smartphone,760502,2140,326721,700814,17,5179.041532
Online Behavior>United States>The Changing Consumer>Virtual Events,320x50,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",yahoo.com,Google Ad Manager,Smartphone,571090,1541,246243,532325,11,4733.618783
Online Behavior>United States>Beauty and Fitness>Beauty Pageants,300x250,Sign up Today - 10% Off,"Chicago, Illinois",yahoo.com,BidSwitch,Apple PC,7584,40,3093,6897,2,4467.080758
Online Behavior>United States>Autos and Vehicles » Brands>Aston Martin,300x250,Subscribe Today - 10% Discount,"Orlando-Daytona Beach, Florida",yahoo.com,Google Ad Manager,Windows PC,84460,209,13169,26688,1,4279.230955
US » Reach » Propensity Models » Hobbies and Interest » Books » E-Book Reader,300x250,10% Discount - Ends 6/1,"Charleston, South Carolina",yahoo.com,Magnite DV+,Smartphone,90123,60,33421,66729,9,3433.914287
US » AUTO » Decision Maker for Auto Purchase » I was the sole decision-maker,300x250,Subscribe Today - 10% Discount,"New York City, New York",yahoo.com,Google Ad Manager,Smartphone,1116343,3104,550519,977978,9,2494.217596
US » B2B » B2B Decision Maker Responsibilities » Purchasing Vehicles or Automobile Services,300x250,Subscribe Today - 10% Discount,"Ft. Wayne, Indiana",yahoo.com,PubMatic,Smartphone,276716,799,114927,255481,49,2276.277471
Media and Entertainment » Audio and Video Streaming » Streaming Video » Interest (Affinity) » Streaming Services,300x250,Sign up Today - 10% Off,"Orlando-Daytona Beach, Florida",yahoo.com,Google Ad Manager,Apple PC,17049,84,191,15564,15,2144.489587
Mobile - US » Demographics » Education » High Education Achievement,300x250,Sign up Today - 10% Off,"Los Angeles, California",yahoo.com,Google Ad Manager,Windows PC,74164,241,25104,61242,19,1902.301443
Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Individual Sports,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",yahoo.com,TripleLift,Smartphone,37227,130,13542,32456,4,1901.094691
US » Interest Propensities » TV and Movies » Drama,300x250,10% Discount - Ends 6/1,"Los Angeles, California",yahoo.com,PubMatic,Smartphone,556152,1867,221833,480882,7,1818.100044
